doc_title,sub_doc_id,sentence_num,entry_type,reg_sent,sim_sent
חצי גמר 2 אירווזיון,57,2128,6,\n,ועכשו נורבגיה עם השיר רוח בשמיים.\n
חצי גמר 2 אירווזיון,57,2129,6,\n,שיר מספר 15.\n
חצי גמר 2 אירווזיון,60,2130,6,\n,הנה הזמר של הולנד מבקר ורוקד בהר הארבל.\n
חצי גמר 2 אירווזיון,60,2131,6,\n,השיר של הולנד מספר על אהבה שלא הצליחה. \n
חצי גמר 2 אירווזיון,60,2132,6,\n,השיר משווה את האהבה שלא הצליחה להפסד במשחק ארקייד (משחק וידאו במכונה).\n
חצי גמר 2 אירווזיון,60,2133,6,\n,ועכשו הולנד עם השיר ארקייד.\n
חצי גמר 2 אירווזיון,60,2134,6,\n,שיר מספר 16.\n
חצי גמר 2 אירווזיון,63,2135,6,\n,הנה הזמרת של  צפון מקדוניה  מבקרת ורוקדת ביערות הכרמל.\n
חצי גמר 2 אירווזיון,63,2136,6,\n,השיר של צפון מקדוניה מספר על גאווה.\n
חצי גמר 2 אירווזיון,63,2137,6,\n,"שיר שנותן כח לנשים להרגיש גאות בעצמן, לא לפחד ולהעז.\n"
חצי גמר 2 אירווזיון,63,2138,6,\n,ועכשו צפון מקדוניה עם השיר גאה.\n
חצי גמר 2 אירווזיון,63,2139,6,\n,שיר מספר 17.\n
חצי גמר 2 אירווזיון,66,2140,6,\n,"""הנה הזמר של אזרבייג'ן מבקר וורוקד בסחנה בבית שאן.\n"""
חצי גמר 2 אירווזיון,66,2141,6,\n,"""השיר של  אזרבייג'ן מספר על איש שמרגיש כאב אחרי פרידה.\n"""
חצי גמר 2 אירווזיון,66,2142,6,\n,"קשה לו, והוא הוא לא יכול להתמודד עם האמת.\n"
חצי גמר 2 אירווזיון,66,2143,6,\n,"""ועכשו אזרבייג'ן עם השיר אמת.\n"""
חצי גמר 2 אירווזיון,66,2144,6,\n,שיר מספר 18.\n
חצי גמר 2 אירווזיון,69,2145,1,הנה לכם - שמונה עשר השירים שמתמודדים בחצי גמר הערב.\n,זהו! סיימנו לראות את כל השירים בתחרות חצי הגמר היום.\n
חצי גמר 2 אירווזיון,69,2146,2,"מצחיק לחשוב שלפני ארבעים שנה, כשגלי עטרי וחלב ודבש זכו באירוויזיון כאן בישראל עם הללויה, היו רק שמונה עשרה שירים נוספים בתחרות כולה!\n",גלי עטרי ולהקת חלב ודבש זכו בארוויזיון עם השיר הללויה כאן בישראל. כשהם זכו היו ממש מעט שירים בתחרות. \n
חצי גמר 2 אירווזיון,69,2147,2,"כיום הדרך לניצחון היא הרבה, הרבה יותר קשה, וזו הסיבה שהאמנים תלויים בכם.\n",היום יש הרבה יותר שירים בתחרות הארוויזיון. היום קשה יותר לזכות בארוויזיון. \n
חצי גמר 2 אירווזיון,69,2148,1,הורידו את אפליקציית האירוויזיון והתכוננו להצביע.\n,אם תורידו את האפליקציה של הארוויזיון תהיו מוכנים להצבעה.\n
חצי גמר 2 אירווזיון,70,2149,1,"בחיים האמיתיים, בחירות לא כל כך מהנות.\n",בדרך כלל בחירות זה לא כיף.\n
חצי גמר 2 אירווזיון,70,2150,1,"כן, ""כיף"" זו לא מילה שהייתי משתמש בה כדי לתאר בחירות.\n",נכון לפעמים לא כיף.\n
חצי גמר 2 אירווזיון,70,2151,1,"אבל באירוויזיון, בחירות מהנות להפליא! מכיוון שאתה לא מצביע לפוליטיקאים, אתה מצביע עבור שירים.\n",אבל באירוויזיון זה כיף כי אנחנו מצביעים לשירים.\n
חצי גמר 2 אירווזיון,70,2152,1,"ולא סתם שירים - אתם מצביעים על שירי אירוויזיון בביצוע של מבצעים מוכשרים, מקסימים ומקוממים מכל רחבי אירופה!\n",נכון! כי בוחרים שירים של זמרים זמרות נפלאים מכל מיני מדינות.\n
חצי גמר 2 אירווזיון,70,2153,5,ואוסטרליה.\n,\n
חצי גמר 2 אירווזיון,70,2154,5,"נכון, אבל אוסטרליה לא הופיעה הלילה. הם הופיעו ביום שלישי.\n",\n
חצי גמר 2 אירווזיון,70,2155,1,"והערב, זה הזמן שלכם - יש לכם את הכוח לקבוע את גורלם של השירים האהובים עליכם.\n",הערב זה הזמן שלכם להשפיע.\n
חצי גמר 2 אירווזיון,70,2156,3,"כל האמנים יצאו למסעות מדהימים להגיע לערב הזה, אך רק עשרה ימשיכו. איזה עשרה? זה תלוי בכם.\n","כל השירים טובים, אבל רק חלק מהשירים יעלו לגמר במוצאי שבת.\n"
חצי גמר 2 אירווזיון,70,2157,1,אלה השירים שמתחרים הלילה.\n,אלה השירים שהופיעו הערב.\n
חצי גמר 2 אירווזיון,70,2158,4,"אתם יכולים להצביע עם אפליקציית אירווזיון, או עם הטלפון שלכם. פשוט חייגו או סמסו את המספר שמסתיים בשתי הספרות המתאימות לשיר האהוב עליכם.\n",כדי להצביע למדינה שאתם אוהבים אפשר לשלוח SMS למספר 7070. בSMS כותבים את המספר של המדינה שאתם רוצים להצביע לה. כל הצבעה עולה 2 שקלים. \n
חצי גמר 2 אירווזיון,70,2159,1,אתם יכולים להצביע עד עשרים פעמים ואתם יכולים לחלק את הקולות שלכם איך שתרצו.\n,אפשר להבציע עד 20 פעמים. \n
חצי גמר 2 אירווזיון,70,2160,5,"תנו את כל העשרים לשיר אחד, או חלקו אותם בין השירים האהובים עליעם.\n",\n
חצי גמר 2 אירווזיון,70,2161,2,אך זכרו - יש הצבעה אחת שאינכם יכולים לעשות - אינכם יכולים להצביע עבור המדינה שלכם.\n,אבל אי אפשר להצביע למדינה שלכם. גם אם אתם ממש רוצים. \n
חצי גמר 2 אירווזיון,70,2162,5,לא אתה לא יכול.\n,\n
חצי גמר 2 אירווזיון,70,2163,6,\n,אפשר להצביע גם באפליקציה של האירוויזיון. האפליקציה עובדת רק באנגלית. אתם יכולים להוריד את האפליקציה לפלאפון שלכם.\n
חצי גמר 2 אירווזיון,70,2164,5,לכל שיר מספר טלפון משלו.\n,\n
חצי גמר 2 אירווזיון,70,2165,5,"כדי להצביע, חייגו למספר הזה והוסיפו את שתי הספרות האחרונות התואמות לשיר האהוב עליך.\n",\n
חצי גמר 2 אירווזיון,70,2166,5,קווי הטלפון יהיו פתוחים רק לאחר השיר האחרון.\n,\n
חצי גמר 2 אירווזיון,70,2167,2,"אז בלי עיכובים נוספים, נתחיל את ההצבעה!\n","זהו , לא מחכים יותר. בואו נתחיל להצביע. \n"
חצי גמר 2 אירווזיון,70,2168,1,אתם מוכנים?\n,האם אתם מוכנים? \n
חצי גמר 2 אירווזיון,70,2169,1,"אירופה, תתחילו להצביע עכשיו!\n",תתחילו להצביע עכשו!\n
חצי גמר 2 אירווזיון,71,2170,6,\n,עכשו נראה חלק קצר מכל שיר. ככה נזכור איזה שירים אנחנו אוהבים.\n
חצי גמר 2 אירווזיון,72,2171,2,"שלום שוב, אנשים יפים, אלה היו שמונה עשר השירים בחצי הגמר השני שלנו.\n",שלום לכם. אלו כל השירים שלנו בחצי הגמר השני.\n
חצי גמר 2 אירווזיון,72,2172,2,"רק עשרה מהם יעלו לגמר בשבת, ולדעתי, יהיה קשה מאוד לבחור למי להצביע הלילה.\n",אבל רק 10 שירים יעלו לגמר בשבת. לדעתי יהיה מאוד קשה לבחור הלילה כי כל השירים מצויינים. \n
חצי גמר 2 אירווזיון,72,2173,1,"אז, הצביעו בתבונה! סבבה? יופי!\n",אז תצביעו חכם טוב? סבבה.\n
חצי גמר 2 אירווזיון,72,2174,1,"ועכשיו, רגע מיוחד שחיכיתי לו.\n",ועכשו יש לנו הופעה מיוחדת. \n
חצי גמר 2 אירווזיון,72,2175,2,אתם עומדים לראות את הופעת האורח האהובה עלי בכל האירוויזיון הזה - ואל תגיד למדונה שאמרתי את זה.\n,זו ההופעה הכי אהובה עלי. אני אוהב אותם אפילו יותר ממדונה – אבל אל תגלו לה!\n
חצי גמר 2 אירווזיון,72,2176,1,הכירו את שלווה.\n,תכירו את להקת שלווה. \n
חצי גמר 2 אירווזיון,72,2177,1,הם אחד ההרכבים המוזיקליים האהובים ביותר בישראל.\n,להקת שלווה היא אחת הלהקות האהובות בישראל.\n
חצי גמר 2 אירווזיון,72,2178,1,וזה לא בגלל שהם מעוררים אותנו לחשוב אחרת על אתגרים וקבלת השונה.\n,להקת שלווה מלמדת אותנו איך לחשוב אחרת.\n
חצי גמר 2 אירווזיון,72,2179,1,זה אפילו לא בגלל שהם מייצגים את כל מה שאנחנו אוהבים ברוח האנושית.\n,להקת שלווה מראה לנו שהכל אפשרי.\n
חצי גמר 2 אירווזיון,72,2180,1,אנחנו אוהבים אותם מסיבה אחת פשוטה - הם עושים מוזיקה טובה לעזאזל.\n,"אבל יותר מהכל, להקת שלווה עושה מוזיקה מצויינת!!\n"
חצי גמר 2 אירווזיון,72,2181,1,גבירותיי ורבותיי - תהנו מהקסם של שלווה.\n,גבירותי ורבותי – תהנו מלהקת שלווה!\n
חצי גמר 2 אירווזיון,74,2182,1,רבים מכם כבר תמכו במבצעים שלנו בהצבעה הלילה.\n,הרבה מכם כבר הצביעו הערב. \n
חצי גמר 2 אירווזיון,74,2183,1,"אם עדיין לא, עדיין יש זמן.\n",אם עדיין לא הצבעתם יש עדיין זמן להצביע.\n
חצי גמר 2 אירווזיון,74,2184,1,אנחנו יודעים שאתם חושבים על זה.\n,אנחנו יודעים שאתם חושבים על זה. \n
חצי גמר 2 אירווזיון,74,2185,1,באמת שאנחנו כן!\n,באמת שאנחנו יודעים.\n
חצי גמר 2 אירווזיון,74,2186,1,"אם אתם לא מאמינים לי, אתם כן אחרי שתפגוש את חבר שלי כאן.\n",אתם לא מאמינים שאנחנו יודעים מה אתם חושבים ? תכירו את האורח הבא שלנו. \n
חצי גמר 2 אירווזיון,74,2187,4,"הוא ידוע בתור המנטליסט הגדול בעולם. והחלק הכי טוב? הוא מישראל !!! תאמינו לי, הוא הולך לפוצץ את דעתך -\n",האורח שלנו הוא אמן חושים (קוסם ). הוא מנחש המחשבות הכי טוב בעולם!!\n
חצי גמר 2 אירווזיון,74,2188,1,קבלו את המאסטר המנטליסט ליאור סוכארד.\n,קבלו את ליאור סושארד!!\n
חצי גמר 2 אירווזיון,74,2189,1,"ליאור, בואו ניגש לעניינים.\n","ליאור, בוא נתחיל. \n"
חצי גמר 2 אירווזיון,74,2190,1,אתה קורא מחשבות - קדימה ספר לנו מי הולך לזכות באירוויזיון 2019?\n,אתה קורא מחשבות – אולי תספר לנו מי יהיה המנצח בארוויזיון 2019?\n
חצי גמר 2 אירווזיון,74,2191,1,"למעשה, אני יודע בדיוק מי הולך לנצח, אבל זה לא יהיה הוגן לומר.\n",האמת שאני יודע בדיוק מי ינצח אבל אני לא יכול להגיד זה לא הוגן. \n
חצי גמר 2 אירווזיון,74,2192,1,אז נשאיר את הכוח הזה לבוחרים בבית לעת עתה.\n,אני אתן לקהל בבית להצביע ולקבוע.\n
חצי גמר 2 אירווזיון,74,2193,2,"""אבל אתה יודע, מכיוון שאנחנו מדברים על הזוכה, האירוויזיון עוסק במספרים, נכון? 12 נקודות וכו '...\n""","אבל אתה יודע, כיוון שאנחנו מדברים על הזוכה. הארוויזיון זה הכל על מספרים – 12 נקודות נכון?\n"
חצי גמר 2 אירווזיון,74,2194,1,אז אני הולך להראות לכם דבר מדהים עם מספרים.\n,אז עכשו אני אראה לך משהו מדהים עם מספרים.\n
חצי גמר 2 אירווזיון,74,2195,1,ראשית - זה בשבילך.\n,"קודם, זה בשבילך.\n"
חצי גמר 2 אירווזיון,74,2196,1,"זה משהו מאוד מיוחד, שמור על זה בידיים שלך.\n","זה משהו מאוד מיוחד, תשמרי עליו טוב טוב.\n"
חצי גמר 2 אירווזיון,74,2197,4,"עכשיו, על השולחנות, שמנו 17 לוחות קצף שונים, ובשבילם אני זקוק ... בוא נראה - אתה, קום, הצטרף אלי לכאן, אתה, קח את זה והצטרף אלי, אתה ואתה, קחו את לוח והצטרפו. הצטרף אלי, בוא הנה.\n",בשולחן יש לנו הרבה לוחות מספוג על השולחן. עכשו אני צריך מתנדבים. אתה – קום ובוא אלי. אתה – קח את הקצה הזה ובוא אלי. אתה ואתה קחו את לוח הספוג ותצטרפו אלי.\n
חצי גמר 2 אירווזיון,74,2198,1,יש לכם מושג מה עומד לקרות?\n,יש לכם מושג מה יקרה עכשו?\n
חצי גמר 2 אירווזיון,74,2199,1,לא.\n,לא\n
חצי גמר 2 אירווזיון,74,2200,1,"תשובה טובה, טובה.\n","מצוין, תשובה טובה. \n"
חצי גמר 2 אירווזיון,74,2201,2,"אתם מכירים את המשחק כשחושבים על מספר מאחד עד עשר, כולם אומרים שבע.\n",אתם מכירים את המשחק שצריך לחשוב על מספר מ1-10. במשחק הזה כולם תמיד אומרים 7.\n
חצי גמר 2 אירווזיון,74,2202,1,איך ידעת?\n,איך ידעת?\n
חצי גמר 2 אירווזיון,74,2203,1,אני תמיד אומר 7.\n,אני תמיד אומרת 7.\n
חצי גמר 2 אירווזיון,74,2204,2,"אתה קורא את דעתי, מדהים.\n",את קוראת את המחשבות שלי. מדהים.\n
חצי גמר 2 אירווזיון,74,2205,1,"אז עכשיו, דמיין שאנחנו מגבירים את זה באלף.\n",עכשו תחשבי שאנחנו מגדילים הרבה יותר את המספרים.\n
חצי גמר 2 אירווזיון,74,2206,1,"אז כל אחד מכם, תחשבו על מספר בין אחד לאלף.\n",בבקשה תחשבו על מספר בין 1 ל1000.\n
חצי גמר 2 אירווזיון,74,2207,1,"מעולם לא אמרתם לו את המספרים שלך לפני כן, נכון?\n",לא גילית לו את המספר שלך נכון?\n
חצי גמר 2 אירווזיון,74,2208,3,זו בחירה שלך. אתה מוכן?\n,מוכנים? \n
חצי גמר 2 אירווזיון,74,2209,1,"אני רוצה שתכתבו את המספר, בסתר, כך שאף אחד לא רואה מלבדכם.\n","אני מבקש שכל אחד יכתוב את המספר שלו, בלי לגלות לאף אחד.\n"
חצי גמר 2 אירווזיון,74,2210,3,"3-2-1 .. עשה זאת! כתוב את המספר שלך, כתוב את המספר שלך, כתוב את המספר שלך.\n","קדימה, תכתוב את המספר שלך , תכתוב את המספר שלך.\n"
חצי גמר 2 אירווזיון,74,2211,1,אני מקווה שמישהו כותב שבעה.\n,אני מקווה שמישהו יבחר 7.\n
חצי גמר 2 אירווזיון,74,2212,1,לא זה יהיה קל מדי.\n,"לא, זה יהיה קל מדי.\n"
חצי גמר 2 אירווזיון,74,2213,2,"מספר בין 1 ל 1000, מספר אקראי - כל דבר יכול לקרות.\n",מספר מ1 עד 1000. כשבוחרים מספר מ1 -1000 הכל יכול לקרות.\n
חצי גמר 2 אירווזיון,74,2214,1,כולכם בחרתם מספר?\n,כולם בחרו מספר?\n
חצי גמר 2 אירווזיון,74,2215,1,לפני שאנחנו עושים זאת - אנשים מאוד סקפטיים בבית.\n,"רגע, אנשים בבית חושבים שאולי אנחנו עובדים עליהם.\n"
חצי גמר 2 אירווזיון,74,2216,1,האם אי פעם אמרת לי מידע?\n,אתם גיליתם לי משהו? \n
חצי גמר 2 אירווזיון,74,2217,1,זו הבחירה שלך לגמרי?\n,אתם בחרתם לבד לגמרי?\n
חצי גמר 2 אירווזיון,74,2218,1,האם זה יהיה מדהים אם כולם יבחרו באותו מספר בדיוק?\n,זה יהיה מדהים אם כולם יבחרו את אותו המספר נכון?\n
חצי גמר 2 אירווזיון,74,2219,1,בגלל יכולות ההשפעה שלי?\n,אם הכוחות שלי גרמו להם לבחור את אותו הדבר?\n
חצי גמר 2 אירווזיון,74,2220,1,אין שום דרך בעולם.\n,אין מצב!\n
חצי גמר 2 אירווזיון,74,2221,1,האם אתה מוכן?\n,מוכן?\n
חצי גמר 2 אירווזיון,74,2222,1,הראה לי את המספר שלך.\n,תראה לי את המספר שלך.\n
חצי גמר 2 אירווזיון,74,2223,2,"לא אמרתי שזה יעבוד, אמרתי שזה יהיה מדהים אם כולם היו כותבים את אותו מספר.\n",לא אמרתי שזה יעבוד. רק אמרתי שיהיה דהים אם כולם יכתבו את אותו המספר.\n
חצי גמר 2 אירווזיון,74,2224,1,"אבל, משהו שונה ומיוחד מאוד קרה.\n",אבל קרה משהו אחר ומאוד מיוחד.\n
חצי גמר 2 אירווזיון,74,2225,1,זוכרים את זה?\n,זוכרים את זה?\n
חצי גמר 2 אירווזיון,74,2226,1,"אתה, אתה, אתה ואתה, בואו נפתח את זה, החזק את זה.\n","אתה ואתה ואתה ואתה – בואו נפתח את זה, תחזיקו.\n"
חצי גמר 2 אירווזיון,74,2227,1,מה הסיכויים? תסתכל על זה:\n,מה הסיכוי? תסתכלו על זה.\n
חצי גמר 2 אירווזיון,74,2228,4,"אבל חכה! בחרת במספרים אקראיים, אבל בר בואי נחליף מקומות ... מוכנים, 3-2-1 אני נותן לך ""אירוויזיון!""\n",רגע! אתם בחרתם מספרים סתם . אבל.. בר בואי נחליף מקומות. מוכנים? מה קיבלנו? ארוויזיון!\n
חצי גמר 2 אירווזיון,74,2229,1,אלוהים אדירים! אין סיכוי! זה לא ייאמן!\n,וואו! מדהים! לא יאומן!\n
חצי גמר 2 אירווזיון,74,2230,1,תנו כפיים לליאור סוכארד המדהים!\n,מחיאות כפיים לליאור סושרד המדהים!!\n
חצי גמר 2 אירווזיון,74,2231,2,"כל הצופים שלנו בבית - הרימו את הטלפון, ותוך כדי שאתם משחקים, הורידו את אפליקציית האירוויזיון והתחילו להצביע עכשיו!\n",כל מי שצופה בנו בבית. קחו את הטלפון הנייד שלכם. תורידו את האפליקציה של הארוויזיון ותתחילו להצביע!\n
חצי גמר 2 אירווזיון,74,2232,2,יש לכם את הכוח לקבוע אילו שירים ינצחו הלילה ויעפילו לגמר הגדול של יום שבת.\n,אתם יכולים להחליט מי יזכה הלילה. אתם יכולים להחליט מי יעלה לגמר במוצאי שבת.\n
חצי גמר 2 אירווזיון,74,2233,1,"אז תצביעו, תצביעו, תצביעו.\n","אז תצביעו, תצביעו, תצביעו.\n"
חצי גמר 2 אירווזיון,75,2234,6,\n,עכשו נראה חלק קצר מכל שיר. ככה נזכור את השירים שאנחנו אוהבים.\n
חצי גמר 2 אירווזיון,76,2235,2,"כל כך הרבה אפשרויות, אבל כל כך מעט זמן - להצביע.\n",כל כך הרבה אפשרויות. כל כך מעט זמן להצביע.\n
חצי גמר 2 אירווזיון,76,2236,1,"החלון נסגר, הספינה מפליגה, הפלאפל בוער וזו ההזדמנות האחרונה שלכם להצביע לשיר האהוב עליכם.\n",עכשו הסיכוי האחרון שלכם להצביע לשירים שאתם הכי אוהבים.\n
חצי גמר 2 אירווזיון,76,2237,1,"אז אם אתם מאותם אנשים שאוהבים לחכות עד הרגע האחרון, זה הרגע הזה - עכשיו זה הזמן לעשות את זה.\n",אם אתם מהאנשים שתמיד מחכים לרגע האחרון – עכשו זה הרגע האחרון. \n
חצי גמר 2 אירווזיון,76,2238,2,אבל תהיו מהירים - השניות האחרונות מתקתקות.\n,עכשו צריך להצביע. עוד רגע יהיה מאוחר מדי.\n
חצי גמר 2 אירווזיון,76,2239,1,"גבירותיי ורבותיי, היו זמנים שההבדל בין העפלה לגמר או חזרה הביתה היה רק נקודה אחת!\n","גבירותי ורבותי, לפעמים ההבדל בין מי שעולה לגמר למי שלא הוא רק נקודה אחת. \n"
חצי גמר 2 אירווזיון,76,2240,1,אל תיתנו לזה לקרות לשיר האהוב עליכם.\n,אל תתנו לזה לקרות לשיר שאתם אוהבים.\n
חצי גמר 2 אירווזיון,76,2241,1,התבוננו באמנים היפים האלה.\n,תראו את הזמרים והזמרות הנהדרים האלו.\n
חצי גמר 2 אירווזיון,76,2242,1,הם זקוקים לכם עכשיו יותר מתמיד!\n,הם צריכים עכשו את העזרה שלכם. \n
חצי גמר 2 אירווזיון,76,2243,6,\n,הם צריכים שתצביעו בשבילם.\n
חצי גמר 2 אירווזיון,76,2244,1,זה נכון.\n,זה נכון. \n
חצי גמר 2 אירווזיון,76,2245,5,הגורל עומד להיסתם. עשרת המקומות האחרונים בגמר עומדים להילקח.\n,\n
חצי גמר 2 אירווזיון,76,2246,1,ההצבעה עומדת להיסגר.\n,אפשר להצביע רק עוד רגע אחד.\n
חצי גמר 2 אירווזיון,76,2247,1,לא לוסי לא! יש להם עוד עשר שניות! הם יכולים לעשות זאת.\n,"לא נכון לוסי, עוד יכולים להצביע.\n"
חצי גמר 2 אירווזיון,76,2248,4,"כן הם יכולים. בואו ניתן להם ספירה לאחור. 10,9,8,7,6,5,4,3,2,1 הפסיקו להצביע עכשיו!\n","נכון. בוא נספור להם: 10,9,8,7,6,5,4,3,2,1. תפסיקו להצביע עכשו!\n"
חצי גמר 2 אירווזיון,78,2249,1,חזרנו לחדר הירוק בו האווירה השתנתה.\n,חזרנו לחדר של הזמרים. \n
חצי גמר 2 אירווזיון,78,2250,2,"הקווים נסגרו, הקולות נספרים, ולשמונה-עשר החולמים האלה לא נותר אלא להסתובב, להשתעשע ולקוות לטוב.\n","ההצבעה נסגרה, ועכשיו סופרים את הקולות. מה שנשאר לזמרים לעשות זה להינות, ולקוות שהשיר שלהם יעלה לגמר.\n"
חצי גמר 2 אירווזיון,78,2251,1,הנה דאנקן מהולנד.\n,"הנה דנקן, הזמר מהולנד. \n"
חצי גמר 2 אירווזיון,78,2252,1,איך הולך דאנקן?\n,מה נשמע?\n
חצי גמר 2 אירווזיון,78,2253,1,"דאנקן, ראיתי את הסרטון שלך שבו אתה מראה את התחת שלך.\n",ראיתי את הסרטון שאתה מראה את הטוסיק שלך למצלמה.\n
חצי גמר 2 אירווזיון,78,2254,1,"זה נמצא באפליקציה, אם אתה רוצה לבדוק את זה.\n",אפשר לראות את הסרטון באפליקציה של הארוויזיון (אם אתה רוצה לראות).\n
חצי גמר 2 אירווזיון,78,2255,1,זה די מוזר לשבת ליד מישהו שאני לא מכירה אבל כבר ראיתי עירום.\n,"זה מרגיש מוזר לשבת ליד מישהו שאני לא מכירה, אבל כבר ראיתי את הטוסיק שלו בסרטון.\n"
חצי גמר 2 אירווזיון,78,2256,1,הידעת כי הולנד וישראל בתיקו ב- 4 ניצחונות האירוויזיון?\n,אתה יודע שגם ישראל וגם הולנד זכו 4 פעמים בארוויזיון? \n
חצי גמר 2 אירווזיון,78,2257,1,אתה חושב שזה יכול להשתנות השנה?\n,אתה חושב שאולי זה ישתנה השנה?\n
חצי גמר 2 אירווזיון,79,2258,1,"גבירותיי ורבותיי תגידו שלום למנצח האירוויזיון לשנת 2015, תגידו שלום למאנס.\n","שלום למנצח של האירוויזיון לפני כמה שנים, מאנס.\n"
חצי גמר 2 אירווזיון,79,2259,1,האם זה תמיד קורה כשמישהו אומר את שמך?\n,זה תמיד קורה כשמישהו אומר את השם שלך?\n
חצי גמר 2 אירווזיון,79,2260,1,אנחנו יודעים שאתה מתכנן להופיע במופע ייחודי מאוד בגמר הגדול בשבת.\n,אתה מתכנן לעשות הופעה מיוחדת בגמר הארוויזיון בשבת.\n
חצי גמר 2 אירווזיון,79,2261,1,מה אנחנו יכולים לספר לאנשים על זה?\n,מה אתה יכול לספר לנו על זה?\n
חצי גמר 2 אירווזיון,79,2262,2,"תודה רבה מאנס, נראה אותך שוב, על הבמה הזו, ביום שבת בגמר הגדול.\n",תודה רבה לך. נתראה פה שוב בגמר בשבת.\n
חצי גמר 2 אירווזיון,81,2263,4,"""מטורף."" ""מוגזם."" ""גדול מהחיים."" האם אלו ביקורות על ההופעה שלי בחצי הגמר הראשון? למרבה הצער, לא - אלה התגובות לחלק הראשון של הסרטון הבא שאנחנו עומדים לראות. הוא נוצר על ידי אמן מולטימדיה ישראלית ששמו קוטימאן. בחצי השנה האחרונה הוא יושב לבד בחדר חשוך וצופה בשישים ושלוש שנים של שירי אירוויזיון, בכדי לתת לנו פרשנות לתחרות בשלוש דקות.\n","עוד מעט תראו קטע אמנותי, את הקטע יצר אמן שקוראים לו קותימן. קותימן הוא מוזיקאי ואמן וידאו ישראלי מאוד מוכשר וידוע. קותימן צפה בהמון קטעי וידאו של האירוויזיון משנים קודמות. הוא בחר קטעים קצרים מתוך האירוויזיונים, וחיבר ביניהם - בדרך משלו.\n"
חצי גמר 2 אירווזיון,81,2264,1,הנה החלק השני של מחווה של קוטימן למורשת אירוויזיון.\n,"ועכשיו, בואו נראה את הוידאו החדש שקותימן עשה מקטעי האירוויזיון הישנים.\n"
חצי גמר 2 אירווזיון,83,2265,1,"""ועכשיו כבוד גדול לקבל את המעצב האגדי, מר ז'אן פול גוטייה.\n""","""שלום לז'אן פול גוטייה, מעצב אופנה מפורסם. \n"""
חצי גמר 2 אירווזיון,83,2266,1,"""שלום ז'אן פול, ברוך הבא לישראל.\n""",ברוך הבא לישראל.\n
חצי גמר 2 אירווזיון,83,2267,2,"אתם כאן עם השמלות שעיצבתם עבור מדונה ודנה אינטרנשיונל, שתיהן מופיעות בגמר האירוויזיון הגדול.\n",אתה פה עם השמלות שעיצבת לזמרות מדונה ודנה אינטרנשיונל. שתיהן יופיעו בגמר האירוויזיון. \n
חצי גמר 2 אירווזיון,85,2268,1,לפני שנתיים האירוויזיון הוסיפה למשפחה תחרות חדשה לגמרי: אירוויזיון מקהלות.\n,אני רוצה לספר לכם על תחרות יחסית חדשה - ארוויזיון המקהלות. \n
חצי גמר 2 אירווזיון,85,2269,1,"על ידי הבאת המקהלות המוכשרות ביותר של אירופה יחד על במה אחת, אירוויזיון מקהלות חוגגת צורת אמנות מוזיקלית ייחודית.\n","זוהי תחרות שירים מהעולם, שמשתתפות בה מקהלות (קבוצות של אנשים ששרים יחד).\n"
חצי גמר 2 אירווזיון,85,2270,6,\n,זאת תחרות נפלאה. בואו נראה קטע קצר מארוויזיון המקהלות שהיה:\n
חצי גמר 2 אירווזיון,85,2271,1,התחרות כוללת מקהלות מודרניות ששרות במגוון סגנונות.\n,"בארוויזיון המקהלות משתתפות מקהלות מכל מיני סגנונות, ישנים וחדשים. \n"
חצי גמר 2 אירווזיון,85,2272,5,"היא חוגגת מסורת ידי חיבור העבר עם ההווה, ולשים טוויסט חדש על היכולת הייחודית של האירוויזיון לחבר אנשים יחד.\n",\n
חצי גמר 2 אירווזיון,85,2273,1,אירוויזיון מקהלות השניה יתקיים בשלישי באוגוסט בגטבורג שבדיה וישודר בישראל על ידי כאן.\n,"ארוויזיון המקהלות הקרוב יתקיים הקיץ, בשוודיה, ויהיה משודר ב""כאן"", תאגיד השידור הישראלי.\n"
חצי גמר 2 אירווזיון,85,2274,4,הדבר האהוב עליי בהאזנה למקהלות הוא לשמוע כיצד ניתן לסדר את הקולות של אנשים שישמעו כמו כלים מוזיקליים. או בעצם - במקום כלים מוזיקליים - שכן אירוויזיון מקהלות היא תחרות שכולה א-קפלה.\n,"הדבר שאני הכי אוהבת בלהקשיב למקהלות הוא שלפעמים הקולות נשמעים ממש כמו כלי נגינה, או אפילו במקום כלי נגינה. בארוויזיון המקהלות, המקהלות שרות בלי כלי נגינה ברקע בכלל. רק המקהלות עצמן עושות את המוזיקה.\n"
חצי גמר 2 אירווזיון,85,2275,5,"הייתי מדגימה עבורך, באמת הייתי עושה זאת. אבל השארתי את נעלי המקהלה שלי בבית.\n",\n
חצי גמר 2 אירווזיון,88,2276,1,"שש מדינות מתקדמות ישירות לגמר הגדול במוצאי שבת בלי להופיע בחצי הגמר: חמשת הגדולות, שהן גרמניה, צרפת, איטליה, ספרד ובריטניה, והמדינה המארחת, ישראל.\n","6 מדינות עולות לגמר, בלי לשיר בחצי הגמר: גרמניה, צרפת, אטליה, ספרד, בריטניה והמדינה המארחת – ישראל.\n"
